starRating,Gender_Numeric,Year,cleaned_text,sentiment_score,word_count,avg_word,sentiment_label,sentiment_ml,sentiment
5,2,2023,camped tiradentes holiday friday sunday full however place big held well clean bathroom uptodate maintenance everything working water slide swimming pool zip line well prepared staff easy access location green ill back soon,0.06428571428571428,33,5.787878787878788,Neutral,1,0
5,2,2021,stay different way camping trailer chalet apartment also possible use day use sensational recreation space swimming pool water slide childrens playground excellent homemade food breakfast lunch lake sport fishingat night walking foot little difficult get around due uneven floor low light,0.10541666666666667,41,6.048780487804878,Neutral,1,0
4,1,2019,child love it,0.5,3,3.6666666666666665,Neutral,1,0
5,1,2019,good place,0.7,2,4.5,Positive,2,0
3,1,2022,good liked,0.6499999999999999,2,4.5,Positive,2,0
5,1,2019,great place,0.8,2,5.0,Positive,2,0
5,1,2019,great place perfect super organized leisure good food affordable price,0.7083333333333333,10,6.1,Positive,2,0
4,1,2020,cool,0.35,1,4.0,Neutral,1,0
5,1,2019,good whenever can ill go back camp,0.06666666666666665,7,4.0,Neutral,1,0
5,2,2019,boom,0.0,1,4.0,Neutral,1,0
5,2,2019,ive attending since 2009 get better new visit compliment,0.3181818181818182,9,5.333333333333333,Neutral,1,0
4,1,2019,beautiful,0.85,1,9.0,Positive,2,0
5,1,2021,cool camping tent reserved area open area shared bathroom sink nearby plenty plug point barbecue public use help lot that 3 cold pool one heated small guarantee fun child adult 2 restaurant fishing boat complete fun along tennis court multisports court pandemic much reference seem like place excitement family amazing,0.1,50,5.38,Neutral,1,0
5,1,2020,beautiful,0.85,1,9.0,Positive,2,0
5,1,2019,great place rest fun family,0.55,5,4.6,Positive,2,0
4,1,2018,good experience fun daughter,0.5,4,6.25,Neutral,1,0
4,1,2021,hard access,-0.2916666666666667,2,5.0,Negative,0,0
5,1,2018,excellent place go walk family delicious breakfast good lunch good leisure option swimming pool worth trip,0.74,16,5.6875,Positive,2,0
5,1,2016,excellent option,1.0,2,7.5,Positive,2,0
5,1,2018,best place spend weekend lot greenery tranquility,1.0,7,6.142857142857143,Positive,2,0
3,1,2015,peace good food,0.7,3,4.333333333333333,Positive,2,0
5,2,2019,perfect,1.0,1,7.0,Positive,2,0
4,1,2019,excellent,1.0,1,9.0,Positive,2,0
5,1,2021,great location attentive staff,0.6000000000000001,4,6.75,Positive,2,0
5,1,2019,tasty,0.0,1,5.0,Neutral,1,0
5,2,2019,wonderful place created god green,0.4,5,5.8,Neutral,1,0
5,2,2019,wonderful beautiful place relax,0.925,4,7.0,Positive,2,0
5,1,2019,great place highly recommend,0.48000000000000004,4,6.25,Neutral,1,0
4,1,2018,ive always liked campsite ive going since 2004 simple familiar place fishing area 1 pool even better,0.36875,17,4.9411764705882355,Neutral,1,0
5,1,2019,camp great feature,0.8,3,5.333333333333333,Positive,2,0
5,1,2018,cool peaceful fun place,0.3,4,5.0,Neutral,1,0
5,1,2019,bad experience first visit due heavy rain ended flooding tent second opportunity reverse opinion offered workedwe close lake kitchen disposal bathroom gas heater campsite lot recreation cold heated swimming pool game room sauna fishing ground beautiful restaurant good foodworth knowing,-0.024999999999999998,40,6.175,Negative,0,0
5,1,2017,camping tent vr cabin good bathroom restaurant service,0.7,8,5.875,Positive,2,0
5,1,2018,great camping fair price tip expand pool area day use get crowded,0.75,12,4.5,Positive,2,0
5,1,2020,good,0.7,1,4.0,Positive,2,0
5,1,2017,spent weekend place good nice place family camp,0.39999999999999997,8,5.0,Neutral,1,0
5,1,2019,good infrastructure affordable price,0.7,4,8.25,Positive,2,0
5,1,2020,good fish nice service pleasant landscape good food drink,0.6833333333333333,9,5.444444444444445,Positive,2,0
5,1,2021,rural area handsome,0.25,3,5.666666666666667,Neutral,1,0
4,1,2021,pleasant place lot green area clean place good coffee lunch recommend it,0.39999999999999997,12,5.083333333333333,Neutral,1,0
4,1,2020,cool,0.35,1,4.0,Neutral,1,0
5,1,2022,good,0.7,1,4.0,Positive,2,0
3,1,2018,great option enjoy family,0.6000000000000001,4,5.5,Positive,2,0
2,3,2020,tel naum answersi need make reservation,0.0,6,5.666666666666667,Neutral,1,0
5,2,2020,wonderful always love place,0.75,4,6.0,Positive,2,0
3,1,2020,excellent quality work,1.0,3,6.666666666666667,Positive,2,0
5,1,2020,excellent,1.0,1,9.0,Positive,2,0
5,1,2020,pleasant environment good restaurant like little radical fun paintball field site recommend,0.3864583333333333,12,6.666666666666667,Neutral,1,0
5,1,2020,good recommend,0.7,2,6.5,Positive,2,0
5,1,2020,wonderful,1.0,1,9.0,Positive,2,0
5,2,2020,wonderful worth knowing,0.65,3,7.0,Positive,2,0
5,2,2018,love coming campsite family friendly place swimming pool zip line trampoline playground contact nature tree insect place rest fun kid highly recommend it fifth visit,0.33375,25,5.64,Neutral,1,0
5,2,2020,wonderful great structure easily accessible location helpful polite staff stayed guesthouse 3 day problem lot area tent several kiosk,0.54375,19,6.052631578947368,Positive,2,0
3,2,2020,camped bathroom without lock door simple thing bother woman,0.0,9,5.666666666666667,Neutral,1,0
5,2,2021,beautiful place landscape,0.85,3,7.666666666666667,Positive,2,0
5,3,2020,good,0.7,1,4.0,Positive,2,0
5,1,2019,great,0.8,1,5.0,Positive,2,0
5,1,2019,super cool,0.3416666666666667,2,4.5,Neutral,1,0
4,1,2019,good,0.7,1,4.0,Positive,2,0
5,2,2019,beautiful place excellent organization great infrastructure spectacular service tasty food highly recommend,0.6820000000000002,12,8.0,Positive,2,0
1,2,2023,go wont sent message answer question person answered make slightest point treating well responding politely think need customer,0.0,18,6.111111111111111,Neutral,1,0
5,2,2022,incredible chale unique experience certainly big impact cozy place wonderful food polite staff definitely back,0.3458333333333334,15,6.4,Neutral,1,0
5,2,2023,really liked place clean cozy environment,0.2555555555555556,6,6.0,Neutral,1,0
5,2,2018,great place relax,0.8,3,5.0,Positive,2,0
4,2,2023,incredible place several pool option used day use caveat bathroom far pool point found negative rest praise,0.175,17,5.352941176470588,Neutral,1,0
5,2,2019,simple welcoming space great leisure family,0.4,6,6.333333333333333,Neutral,1,0
5,2,2019,goodfirst time came camping husband 7 year old son small dog well attended first contact whatsapp awe structure camping plenty bathroom clean way several pool one heated free zip line short camping huge wonderful nature come back often recommend it,0.22666666666666666,40,5.225,Neutral,1,0
5,1,2019,good,0.7,1,4.0,Positive,2,0
5,1,2019,without doubt camping best structure ever to,1.0,7,5.428571428571429,Positive,2,0
5,2,2019,wonderful loved,0.85,2,7.0,Positive,2,0
4,1,2019,liked it great service,0.7,4,4.75,Positive,2,0
5,1,2021,good place,0.7,2,4.5,Positive,2,0
5,1,2022,great,0.8,1,5.0,Positive,2,0
4,1,2019,place good chalet structure camping area,0.7,6,5.833333333333333,Positive,2,0
4,1,2018,cool,0.35,1,4.0,Neutral,1,0
5,2,2019,family atmosphere close contact nature clean safe quiet go child elderly small animal,0.15416666666666667,13,5.615384615384615,Neutral,1,0
5,2,2020,favorite camping everything clean organized service grade 10 varied menu breakfast lunch too fishing spot beautiful bathroom always clean swimming pool taste anyway love place,0.5166666666666667,25,6.04,Positive,2,0
5,2,2019,wonderful place well structured,1.0,4,7.0,Positive,2,0
5,2,2018,wonderful day already miss them chalet cute cozy cell phone reception meal delicious pool also great campsite attracts really nice people,0.6166666666666666,21,5.571428571428571,Positive,2,0
5,2,2023,incredible leisure space perfect child good restaurant tasty food,0.8666666666666666,9,6.333333333333333,Positive,2,0
5,1,2019,great time brother place wonderful campsite whole family great facility,0.7,10,6.2,Positive,2,0
5,1,2019,excellent,1.0,1,9.0,Positive,2,0
5,2,2019,good easy access variety activity leisure family peaceful pleasant environment camping great fishing too recommend,0.5833333333333334,15,6.666666666666667,Positive,2,0
4,1,2019,good clean place great coffee lunch heated pool loved it plan go back soon thanks,0.4611111111111111,15,4.466666666666667,Neutral,1,0
2,1,2020,family hated chalet 31 door bottom completely damaged tv signal terrible 76yearold mother see anything bathroom place store shampoo product complained owner solved bathroom problem tv problem continued toilet little loose barbecue horrible recommend chalet rest ok,-0.3219729344729345,37,6.162162162162162,Negative,0,0
4,1,2018,good placelots fishvery familiar best,0.6916666666666668,5,6.6,Positive,2,0
5,1,2017,wonderful place month returning top,0.75,5,6.2,Positive,2,0
5,1,2017,delight go,0.0,2,4.5,Neutral,1,0
4,1,2019,good,0.7,1,4.0,Positive,2,0
4,1,2019,nice place 4 swimming pool 1 heated fast water slide appeal age steel cable reel child excellent bathroom facility large camping area without shade flat daily value per person camping 50 reais child 10 free criticism lot thing lack maintenance bocce ball ball pimbolin snooker without ball too reel also seen better time food good cheap looking save money good idea make food campsite picnic table site barbecue take grill,0.4262987012987013,70,5.042857142857143,Neutral,1,0
5,1,2021,show,0.0,1,4.0,Neutral,1,0
2,1,2019,went couple day use camper idea use pool structure place quite awkward pool small crowded place nameplate driving around found pool bar far pool comfortable place stay plastic chair umbrellasmany stair bathroom far pool uncomfortablefor day use recommend,-0.049999999999999996,38,5.7105263157894735,Negative,0,0
5,1,2022,good place recommend,0.7,3,6.0,Positive,2,0
5,1,2020,good quiet place,0.35,3,4.666666666666667,Neutral,1,0
4,1,2021,family environment clean safe good restaurant swimming pool sufficient number holiday crowding outstanding service entire staff congratulation,0.4133333333333333,17,7.411764705882353,Neutral,1,0
5,1,2017,good,0.7,1,4.0,Positive,2,0
5,1,2017,nice place stay,0.6,3,4.333333333333333,Positive,2,0
5,1,2022,well structured placegreat pool good food great camping area,0.75,9,5.777777777777778,Positive,2,0
5,2,2019,family atmosphere impeccable service wonderful pool good restaurant affordable price,0.8166666666666668,10,7.5,Positive,2,0
4,2,2019,paradise microwave suite room service night,0.0,6,6.333333333333333,Neutral,1,0
5,1,2019,wonderful place speechless everyone congratulated work every possible recommendation,0.5,9,8.444444444444445,Neutral,1,0
5,1,2023,connection nature outdoor adventure night star unique invigorating experience outdoor lover,0.375,11,7.363636363636363,Neutral,1,0
5,1,2021,excellent place rest enjoy family spacious lot thing enjoy,0.6,9,5.555555555555555,Positive,2,0
5,1,2020,great chalet far away great looking privacy visitor play loud music great looking mental peace girlfriend requested pokestops place play pokemon go rest assured able play too,0.42857142857142866,27,5.481481481481482,Neutral,1,0
5,1,2018,excellent great place family environment various activity,0.6,7,7.285714285714286,Positive,2,0
5,1,2022,excellent,1.0,1,9.0,Positive,2,0
5,1,2019,great structure family atmosphere perfect spending day even extending stay option camping chalet available comfortable accommodation breakfast option also going spend day complete buffet fair price,0.5666666666666668,26,6.615384615384615,Positive,2,0
5,1,2018,went camping really liked area reserved camper able use leisure area swimming pool one heated water slide zip line fishing etc,0.55,21,5.0476190476190474,Positive,2,0
5,1,2019,childhood,0.0,1,9.0,Neutral,1,0
4,1,2018,cool good food great spend day,0.6166666666666666,6,4.166666666666667,Positive,2,0
3,1,2023,everything good unfortunately time problem shower chalet 11 shower little water hot skinning recommend place change it everything else fine,0.13583333333333333,20,6.0,Neutral,1,0
5,1,2021,beautiful place kind people first several ill go there,0.24,9,5.111111111111111,Neutral,1,0
4,1,2019,good,0.7,1,4.0,Positive,2,0
4,1,2020,good,0.7,1,4.0,Positive,2,0
3,1,2019,much problem gave sleep three night,0.2,6,5.0,Neutral,1,0
5,2,2019,wellbeing,0.0,1,9.0,Neutral,1,0
5,2,2020,wonderful place,1.0,2,7.0,Positive,2,0
5,2,2020,good one heated pool,0.7,4,4.25,Positive,2,0
5,2,2019,wonderful great place,0.9,3,6.333333333333333,Positive,2,0
5,2,2021,good,0.7,1,4.0,Positive,2,0
5,2,2018,everything wonderful breakfast lunch good recommend ill back sure,0.33999999999999997,9,6.333333333333333,Neutral,1,0
5,2,2020,great place family outing polite staff always clean bathroom like much go camping twice year,0.45555555555555555,15,5.2,Neutral,1,0
5,2,2019,clean organized place wonderful service attentive staff good people,0.6166666666666667,9,6.555555555555555,Positive,2,0
5,2,2017,wonderful place rest enjoy family,0.7,5,5.8,Positive,2,0
3,2,2021,good,0.7,1,4.0,Positive,2,0
5,2,2017,cozy recommend,-0.19999999999999998,2,6.5,Negative,0,0
5,2,2020,love place nature peace recommend,0.5,5,5.8,Neutral,1,0
5,1,2019,cool spend weekend camping chalet great food site,0.575,8,5.25,Positive,2,0
5,1,2018,camping customer many year every time return structure place improved compared campsite region organized recommend,0.5,15,6.666666666666667,Neutral,1,0
5,1,2019,absolutely great place stay family friend good place camp spend time pool eat thing see star stay nature,0.75,18,4.833333333333333,Positive,2,0
4,1,2019,good miss thing night,0.7,4,4.5,Positive,2,0
5,1,2023,spent holiday place well received cool place place camp rent chalet fantastic place heated pool water slide clean bathroom team monitor playing day child various activity fishing spotfantastic,0.2033333333333333,28,5.892857142857143,Neutral,1,0
5,1,2016,great place camp fun family friend,0.55,6,4.833333333333333,Positive,2,0
5,2,2019,love im well served good food,0.6,6,4.0,Positive,2,0
5,2,2019,good highly recommend,0.43,3,6.333333333333333,Neutral,1,0
5,2,2018,wonderful place rest,1.0,3,6.0,Positive,2,0
5,1,2019,wonderful place,1.0,2,7.0,Positive,2,0
5,1,2018,excellent,1.0,1,9.0,Positive,2,0
5,2,2019,beautiful place worth going again,0.575,5,5.8,Positive,2,0
5,2,2022,ive several time even stayed chalet husband loved it top staff serve u well recommend place it wonderful,0.55,18,4.833333333333333,Positive,2,0
5,3,2019,great option camping near capital sp friendly service impeccable structure guaranteed fun adult child,0.4041666666666666,14,6.285714285714286,Neutral,1,0
5,2,2019,child adult alike place fantastic bathroom improved camping area nothing close structure offer soooo cool loved,0.38749999999999996,16,6.0,Neutral,1,0
3,3,2019,beautiful,0.85,1,9.0,Positive,2,0
3,3,2018,cool place go family service hot shower little water bed pillow left something desired good breakfast lunch simple well prepared,0.18541666666666665,20,5.45,Neutral,1,0
4,2,2019,tidy clean bathroom general pleasant family environment good go child could improve number light point better organize parking,0.4785714285714286,18,6.055555555555555,Neutral,1,0
5,2,2022,good,0.7,1,4.0,Positive,2,0
5,1,2021,good day child lot fun price,0.5,6,3.8333333333333335,Neutral,1,0
4,1,2021,problem restroom men woman same,0.0,5,5.4,Neutral,1,0
4,1,2019,beautiful peaceful place,0.55,3,7.333333333333333,Positive,2,0
5,1,2019,excellent infrastructure great meal,0.9,4,8.0,Positive,2,0
5,1,2022,excellent camping,1.0,2,8.0,Positive,2,0
5,1,2022,excellent option several camping area well maintained equipped full bathroom restaurant breakfast lunch restaurant dinner several swimming pool 1 heated water slide etc indoor football tennis court well maintained green area make that camped great family friendly silent everywhere,0.290625,39,6.230769230769231,Neutral,1,0
5,1,2018,want rest family weekend go chapu sol leave comment,0.0,9,4.777777777777778,Neutral,1,0
5,1,2016,best camping town close everything best attraction family,1.0,8,6.25,Positive,2,0
2,1,2020,found nice place open market inside want barbecue buy charcoal go find market nearby,0.3,14,5.071428571428571,Neutral,1,0
5,1,2019,great option spend weekend family,0.8,5,5.8,Positive,2,0
5,1,2019,good structure swimming pool chalet camping worth visiting,0.5,8,6.375,Neutral,1,0
5,1,2018,delicious pool perfect food family environment green highly recommended,0.49,9,7.0,Neutral,1,0
4,1,2022,camping area note 10 motorhome area bathroom pool value mean salty 6000 daily camping date 09042022,-0.15625,16,5.25,Negative,0,0
4,1,2023,really like sun hat one best campsite something need improved structure barbecue sink bottom could renovation rest really like,0.4666666666666666,19,5.684210526315789,Neutral,1,0
3,1,2021,lack activity night quiet simple food game room charged separately one us it place free charged separately,0.0,17,5.294117647058823,Neutral,1,0
4,1,2018,organized clean ideal family,0.6333333333333333,4,6.25,Positive,2,0
5,1,2018,group played paintball lot fun,0.3,5,5.2,Neutral,1,0
5,1,2021,excellent good infrastructure great service,0.8333333333333334,5,7.8,Positive,2,0
5,2,2021,liked much im coming back,0.26666666666666666,5,4.2,Neutral,1,0
5,1,2021,loved it everything perfect great relaxing polite knowledgeable staff food high quality recommend everyone,0.665,14,6.642857142857143,Positive,2,0
5,1,2023,good resting,0.7,2,5.5,Positive,2,0
4,1,2020,service good think lack activity adult child,0.39999999999999997,7,5.428571428571429,Neutral,1,0
5,1,2021,sensational,0.6666666666666666,1,11.0,Positive,2,0
5,4,2021,wonderful peaceful place rest mind body,0.625,6,5.666666666666667,Positive,2,0
5,4,2020,pleasant family atmosphere impeccable service entire staff polite attentive recommend everyone,0.4708333333333333,11,7.636363636363637,Neutral,1,0
5,2,2021,love passion little piece paradise next highway easy access super structure middle nature,0.1798611111111111,13,5.923076923076923,Neutral,1,0
5,2,2017,wonderful place peaceful environment clean wonderful camping excellent chalet worth checking,0.6527777777777778,11,7.454545454545454,Positive,2,0
5,1,2021,everything simple pleasant polite helpful staff plentiful good meal perfect place rest,0.6083333333333333,12,6.25,Positive,2,0
4,1,2019,comment could little cheaper chalet need renovation atmosphere really cool,0.08124999999999999,10,6.5,Neutral,1,0
3,1,2022,location beautiful good infrastructure facility left lot desired signage poor condition sign numbering chalet follow logical sequence,0.27999999999999997,17,6.882352941176471,Neutral,1,0
5,1,2018,fantastic place lot option kid everything clean organized,0.38333333333333336,8,6.25,Neutral,1,0
5,2,2021,wonderful corner,1.0,2,7.5,Positive,2,0
5,2,2021,great organized clean bathroom hot water pool ten,0.3541666666666667,8,5.25,Neutral,1,0
5,1,2021,good,0.7,1,4.0,Positive,2,0
4,1,2017,great place relax fun recommend,0.55,5,5.4,Positive,2,0
5,1,2019,good,0.7,1,4.0,Positive,2,0
4,1,2017,good accommodation simple food heated pool would better bigger,0.3,9,6.0,Neutral,1,0
5,1,2018,great place spend weekend service excellent thankful day spent there,0.5666666666666667,10,5.9,Positive,2,0
5,1,2022,loved camping great structure well organized maintained,0.75,7,7.0,Positive,2,0
1,1,2022,gave due bad service booking price listed website value time booking via whatsapp another,-0.4124999999999999,14,5.428571428571429,Negative,0,0
5,1,2022,excellent camping structure well organized,1.0,5,7.6,Positive,2,0
5,1,2021,good camping experience complete place high spirit,0.32,7,6.285714285714286,Neutral,1,0
5,1,2017,great place great structure,0.8,4,6.0,Positive,2,0
4,2,2019,good,0.7,1,4.0,Positive,2,0
5,2,2021,wonderful quiet great place rest family,0.6,6,5.666666666666667,Positive,2,0
5,2,2022,recommend already stayed 6 time different chalet clean wellmaintained environment breakfast lunch top plenty variety attentive helpful staff downside opinion people drinking pool anxious go back,0.16944444444444443,26,6.5,Neutral,1,0
5,2,2018,extremely well maintained beautiful,0.3625,4,8.0,Neutral,1,0
5,2,2019,loved ithuge camping great weather excellent service worth spending weekend,0.7,10,6.6,Positive,2,0
5,2,2022,best place rest leisure,1.0,4,5.0,Positive,2,0
5,2,2015,good,0.7,1,4.0,Positive,2,0
5,3,2022,simple comfortable silent tasty place easy location affordable price super recommend,0.23333333333333334,11,6.7272727272727275,Neutral,1,0
5,2,2022,wonderful place loved experience want come back often polite staff super clean pool,0.48,13,5.461538461538462,Neutral,1,0
5,2,2022,campsite topnotch ive going year ill always go sure,0.0,9,4.777777777777778,Neutral,1,0
5,2,2022,love camping ive twice great structure well organized clean tent area perfect hope come back again,0.5333333333333334,16,5.1875,Positive,2,0
5,2,2018,ive suspect 20 year,0.0,4,4.0,Neutral,1,0
4,1,2022,good camping good infrastructure clean restroom,0.5888888888888889,6,7.0,Positive,2,0
5,1,2021,accommodation amazing,0.6000000000000001,2,10.0,Positive,2,0
5,1,2019,good place beautiful family,0.7749999999999999,4,6.0,Positive,2,0
5,1,2018,good spend day spend weekend,0.7,5,4.8,Positive,2,0
4,2,2022,much improved term pool good place enjoy fds,0.4333333333333333,8,4.625,Neutral,1,0
5,2,2022,well organized clean wonderful place,0.6833333333333333,5,6.4,Positive,2,0
5,2,2017,wonderful place,1.0,2,7.0,Positive,2,0
5,2,2021,delicious environment,1.0,2,10.0,Positive,2,0
1,2,2022,camping nice grass set tent bathroom clean kitchen clean want use iti intend return due number people enter day use want peace go campsite full day use people use loud music around pool sign can not enter glass bottle employee watching several people glass bottle inside poolits extremely crowded full people loud music cant even hear single song tranquility,0.17380952380952386,59,5.084745762711864,Neutral,1,0
5,2,2019,wonderful,1.0,1,9.0,Positive,2,0
5,2,2017,familiar place,0.375,2,6.5,Neutral,1,0
5,2,2018,wonderful place perfect relaxing close capital so paulo,1.0,8,6.0,Positive,2,0
5,3,2021,looking place lunch friend commented camping much camping accommodation taste pleasant familiar healthy environment worth going visit,0.4216666666666667,17,6.882352941176471,Neutral,1,0
5,2,2021,wonderful place heated pool zip line chalet fully structured camping,1.0,10,5.9,Positive,2,0
5,2,2021,wellstructured camping power point spread throughout area wonderful heated pool clean bathroom attentive staff want camp option chalet cute definitely come back,0.37777777777777777,22,6.318181818181818,Neutral,1,0
5,2,2021,loved,0.7,1,5.0,Positive,2,0
5,2,2019,went back 2nd time always love wonderful breakfast got know fishing spot 1000 everything despite storm everything worked thanks god,0.33999999999999997,20,5.6,Neutral,1,0
5,2,2023,loved place clean bathroom great camping structure communal kitchen attentive staff swimming pool fishing beautiful place went twice definitely come back again,0.44523809523809527,22,6.2727272727272725,Neutral,1,0
4,2,2016,great place want rest,0.8,4,4.5,Positive,2,0
5,2,2020,wonderful place contact nature perfect go couple also family child play ease,1.0,12,5.416666666666667,Positive,2,0
1,2,2019,campground say take reservation came so bernardo arrived door packed tremendous disorganization,0.3333333333333333,12,7.0,Neutral,1,0
3,3,2021,clean beautiful cozy especially couple leave lot desired term restaurant fishing service employee inattentive apathetic proactive beautiful safe camping area,0.39444444444444443,20,6.9,Neutral,1,0
4,1,2021,good service bathroom leave little desired price little water shower spider little tight dry area change cool pool beautiful landscape top fishing checkin time late 1600 camping top worth it,0.17435515873015872,30,5.366666666666666,Neutral,1,0
5,1,2021,good loved it family leisure,0.7,5,4.8,Positive,2,0
5,2,2021,good ample space tent great,0.75,5,4.6,Positive,2,0
5,1,2021,nice liked it great relaxing,0.6666666666666666,5,4.8,Positive,2,0
3,1,2023,disappointed price due rule many before holiday left something desired hope improve place good,0.06499999999999999,14,5.785714285714286,Neutral,1,0
5,1,2021,sensational place quiet clean familiar excellent food congratulation camping sun hat,0.48166666666666663,11,6.7272727272727275,Neutral,1,0
5,1,2017,memorable moment family wonderful place,0.75,5,7.0,Positive,2,0
5,1,2021,wonderful place,1.0,2,7.0,Positive,2,0
5,1,2021,sensational place like tranquility family atmosphere fair price campsite highly recommend it,0.5088888888888888,12,6.75,Positive,2,0
